# Force coefficients
# liftDir      : (-1.3917301e-01 0.0000000e+00 9.9026808e-01)
# dragDir      : (9.9026808e-01 0.0000000e+00 1.3917301e-01)
# pitchAxis    : (0.0000000e+00 1.0000000e+00 0.0000000e+00)
# magUInf      : 2.5000000e+01
# lRef         : 6.4150000e-01
# Aref         : 2.6040000e+00
# CofR         : (1.0700000e+00 0.0000000e+00 0.0000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
310            	-9.4804129e-03	1.0512756e-01	3.7346564e-01	1.7725241e-01	1.9621323e-01
311            	-1.4025280e-02	1.0648430e-01	3.8230155e-01	1.7712549e-01	2.0517605e-01
312            	-1.8759260e-02	1.0856482e-01	3.9426567e-01	1.7837358e-01	2.1589210e-01
313            	-2.3242257e-02	1.1117992e-01	4.0844637e-01	1.8098093e-01	2.2746544e-01
314            	-2.6983914e-02	1.1394356e-01	4.2303697e-01	1.8453457e-01	2.3850240e-01
315            	-2.9894115e-02	1.1659567e-01	4.3692783e-01	1.8856980e-01	2.4835803e-01
316            	-3.2048983e-02	1.1900202e-01	4.4958678e-01	1.9274441e-01	2.5684237e-01
317            	-3.3527759e-02	1.2107659e-01	4.6065999e-01	1.9680224e-01	2.6385776e-01
318            	-3.4577602e-02	1.2305023e-01	4.7128991e-01	2.0106735e-01	2.7022256e-01
319            	-3.5146643e-02	1.2486146e-01	4.8115459e-01	2.0543065e-01	2.7572394e-01
320            	-3.5199699e-02	1.2659985e-01	4.9061644e-01	2.1010852e-01	2.8050792e-01
321            	-3.4584947e-02	1.2821600e-01	4.9931095e-01	2.1507053e-01	2.8424042e-01
322            	-3.3161257e-02	1.2956853e-01	5.0641913e-01	2.2004831e-01	2.8637082e-01
323            	-3.0805353e-02	1.3055154e-01	5.1126074e-01	2.2482501e-01	2.8643572e-01
324            	-2.7476637e-02	1.3103735e-01	5.1308732e-01	2.2906702e-01	2.8402029e-01
325            	-2.3297566e-02	1.3090891e-01	5.1132556e-01	2.3236522e-01	2.7896035e-01
326            	-1.8746082e-02	1.3013147e-01	5.0614179e-01	2.3432481e-01	2.7181698e-01
327            	-1.4593447e-02	1.2886971e-01	4.9898850e-01	2.3490080e-01	2.6408770e-01
328            	-1.1530615e-02	1.2747381e-01	4.9216264e-01	2.3455070e-01	2.5761193e-01
329            	-9.8143454e-03	1.2632790e-01	4.8767418e-01	2.3402275e-01	2.5365144e-01
330            	-9.0679383e-03	1.2547285e-01	4.8540014e-01	2.3363213e-01	2.5176801e-01
331            	-8.9933136e-03	1.2484039e-01	4.8483777e-01	2.3342557e-01	2.5141220e-01
332            	-9.5822033e-03	1.2434711e-01	4.8582575e-01	2.3333067e-01	2.5249508e-01
333            	-1.0854886e-02	1.2405500e-01	4.8874158e-01	2.3351590e-01	2.5522567e-01
334            	-1.2614369e-02	1.2401471e-01	4.9352808e-01	2.3414967e-01	2.5937841e-01
335            	-1.4725152e-02	1.2422001e-01	4.9999899e-01	2.3527434e-01	2.6472465e-01
336            	-1.7156552e-02	1.2466846e-01	5.0816825e-01	2.3692757e-01	2.7124068e-01
337            	-1.9770029e-02	1.2534232e-01	5.1777616e-01	2.3911805e-01	2.7865811e-01
338            	-2.2295874e-02	1.2617330e-01	5.2807613e-01	2.4174219e-01	2.8633394e-01
339            	-2.4488351e-02	1.2706575e-01	5.3820790e-01	2.4461560e-01	2.9359230e-01
340            	-2.6386962e-02	1.2801447e-01	5.4824949e-01	2.4773778e-01	3.0051171e-01
341            	-2.7935659e-02	1.2897720e-01	5.5790996e-01	2.5101932e-01	3.0689064e-01
342            	-2.9272248e-02	1.3003489e-01	5.6787690e-01	2.5466620e-01	3.1321070e-01
343            	-3.0437917e-02	1.3126048e-01	5.7861858e-01	2.5887137e-01	3.1974721e-01
344            	-3.1270973e-02	1.3257634e-01	5.8943002e-01	2.6344404e-01	3.2598598e-01
345            	-3.1647758e-02	1.3392177e-01	5.9975446e-01	2.6822947e-01	3.3152499e-01
346            	-3.1410816e-02	1.3508339e-01	6.0818712e-01	2.7268274e-01	3.3550437e-01
347            	-3.0583419e-02	1.3588848e-01	6.1385795e-01	2.7634556e-01	3.3751240e-01
348            	-2.9383305e-02	1.3628631e-01	6.1684311e-01	2.7903825e-01	3.3780486e-01
349            	-2.8124378e-02	1.3635400e-01	6.1799909e-01	2.8087517e-01	3.3712392e-01
350            	-2.6842237e-02	1.3623137e-01	6.1814787e-01	2.8223170e-01	3.3591617e-01
351            	-2.5217076e-02	1.3594012e-01	6.1711414e-01	2.8334000e-01	3.3377415e-01
352            	-2.3199012e-02	1.3543522e-01	6.1463239e-01	2.8411718e-01	3.3051521e-01
353            	-2.1096771e-02	1.3474994e-01	6.1123274e-01	2.8451960e-01	3.2671314e-01
354            	-1.9161455e-02	1.3394290e-01	6.0750666e-01	2.8459187e-01	3.2291479e-01
355            	-1.7689213e-02	1.3314204e-01	6.0439298e-01	2.8450727e-01	3.1988570e-01
356            	-1.6785140e-02	1.3244660e-01	6.0243738e-01	2.8443355e-01	3.1800383e-01
357            	-1.6382862e-02	1.3188563e-01	6.0166626e-01	2.8445027e-01	3.1721599e-01
358            	-1.6376152e-02	1.3148501e-01	6.0201313e-01	2.8463041e-01	3.1738272e-01
359            	-1.6632160e-02	1.3121498e-01	6.0318024e-01	2.8495796e-01	3.1822228e-01
360            	-1.7104009e-02	1.3104360e-01	6.0502800e-01	2.8540999e-01	3.1961801e-01
361            	-1.7887782e-02	1.3096809e-01	6.0778972e-01	2.8600708e-01	3.2178264e-01
362            	-1.9040809e-02	1.3102170e-01	6.1168694e-01	2.8680266e-01	3.2488428e-01
363            	-2.0587735e-02	1.3124437e-01	6.1687665e-01	2.8785059e-01	3.2902606e-01
364            	-2.2421570e-02	1.3165398e-01	6.2318049e-01	2.8916867e-01	3.3401181e-01
365            	-2.4519544e-02	1.3229610e-01	6.3068054e-01	2.9082073e-01	3.3985982e-01
366            	-2.6600278e-02	1.3314949e-01	6.3875295e-01	2.9277620e-01	3.4597675e-01
367            	-2.8144927e-02	1.3404471e-01	6.4587003e-01	2.9479009e-01	3.5107994e-01
368            	-2.8856333e-02	1.3477053e-01	6.5081759e-01	2.9655246e-01	3.5426513e-01
369            	-2.8877233e-02	1.3524190e-01	6.5360858e-01	2.9792706e-01	3.5568152e-01
370            	-2.8522625e-02	1.3550323e-01	6.5497623e-01	2.9896549e-01	3.5601074e-01
371            	-2.7977309e-02	1.3564590e-01	6.5556323e-01	2.9980431e-01	3.5575893e-01
372            	-2.7285378e-02	1.3572300e-01	6.5562501e-01	3.0052712e-01	3.5509788e-01
373            	-2.6527420e-02	1.3574458e-01	6.5532359e-01	3.0113438e-01	3.5418922e-01
374            	-2.5773708e-02	1.3572047e-01	6.5479615e-01	3.0162437e-01	3.5317178e-01
375            	-2.5034818e-02	1.3565997e-01	6.5406609e-01	3.0199823e-01	3.5206786e-01
376            	-2.4402478e-02	1.3556917e-01	6.5330252e-01	3.0224878e-01	3.5105374e-01
377            	-2.3866363e-02	1.3545180e-01	6.5247835e-01	3.0237281e-01	3.5010554e-01
378            	-2.3423457e-02	1.3530551e-01	6.5155106e-01	3.0235207e-01	3.4919899e-01
379            	-2.3085088e-02	1.3512382e-01	6.5048278e-01	3.0215630e-01	3.4832648e-01
380            	-2.2874268e-02	1.3489834e-01	6.4925877e-01	3.0175512e-01	3.4750365e-01
381            	-2.2822404e-02	1.3463171e-01	6.4797983e-01	3.0116751e-01	3.4681232e-01
382            	-2.2936293e-02	1.3434026e-01	6.4681959e-01	3.0047350e-01	3.4634609e-01
383            	-2.3186047e-02	1.3403433e-01	6.4586050e-01	2.9974420e-01	3.4611630e-01
384            	-2.3519950e-02	1.3374413e-01	6.4524358e-01	2.9910184e-01	3.4614174e-01
385            	-2.3885603e-02	1.3347819e-01	6.4496138e-01	2.9859509e-01	3.4636629e-01
386            	-2.4235238e-02	1.3325018e-01	6.4499858e-01	2.9826405e-01	3.4673453e-01
387            	-2.4541813e-02	1.3306107e-01	6.4529036e-01	2.9810337e-01	3.4718699e-01
388            	-2.4792986e-02	1.3290897e-01	6.4576516e-01	2.9808959e-01	3.4767556e-01
389            	-2.4990404e-02	1.3278500e-01	6.4636192e-01	2.9819056e-01	3.4817136e-01
390            	-2.5136703e-02	1.3268940e-01	6.4700315e-01	2.9836487e-01	3.4863828e-01
391            	-2.5244333e-02	1.3260976e-01	6.4766020e-01	2.9858577e-01	3.4907443e-01
392            	-2.5326217e-02	1.3254765e-01	6.4824858e-01	2.9879807e-01	3.4945051e-01
393            	-2.5398138e-02	1.3249794e-01	6.4873225e-01	2.9896799e-01	3.4976426e-01
394            	-2.5474809e-02	1.3245825e-01	6.4908139e-01	2.9906588e-01	3.5001550e-01
395            	-2.5565881e-02	1.3242508e-01	6.4929857e-01	2.9908341e-01	3.5021517e-01
396            	-2.5676281e-02	1.3239610e-01	6.4939754e-01	2.9902249e-01	3.5037505e-01
397            	-2.5806416e-02	1.3237010e-01	6.4939898e-01	2.9889308e-01	3.5050591e-01
398            	-2.5953059e-02	1.3234651e-01	6.4932672e-01	2.9871030e-01	3.5061642e-01
399            	-2.6116885e-02	1.3232404e-01	6.4918778e-01	2.9847700e-01	3.5071077e-01
400            	-2.6309107e-02	1.3230030e-01	6.4894704e-01	2.9816441e-01	3.5078262e-01
