# Force coefficients
# liftDir      : (-2.0791169e-01 0.0000000e+00 9.7814760e-01)
# dragDir      : (9.7814760e-01 0.0000000e+00 2.0791169e-01)
# pitchAxis    : (0.0000000e+00 1.0000000e+00 0.0000000e+00)
# magUInf      : 2.5000000e+01
# lRef         : 6.4150000e-01
# Aref         : 2.6040000e+00
# CofR         : (1.0700000e+00 0.0000000e+00 0.0000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
635            	-5.4383361e-02	2.0639372e-01	8.3976136e-01	3.6549732e-01	4.7426404e-01
636            	-5.5040479e-02	2.0667292e-01	8.4223415e-01	3.6607660e-01	4.7615755e-01
637            	-5.5938664e-02	2.0694773e-01	8.4516533e-01	3.6664400e-01	4.7852133e-01
638            	-5.6764880e-02	2.0718711e-01	8.4805409e-01	3.6726217e-01	4.8079192e-01
639            	-5.7288317e-02	2.0736979e-01	8.5043177e-01	3.6792757e-01	4.8250420e-01
640            	-5.7551189e-02	2.0751651e-01	8.5234786e-01	3.6862274e-01	4.8372512e-01
641            	-5.7734461e-02	2.0771793e-01	8.5438758e-01	3.6945933e-01	4.8492825e-01
642            	-5.7851498e-02	2.0799845e-01	8.5662614e-01	3.7046157e-01	4.8616457e-01
643            	-5.7896191e-02	2.0832504e-01	8.5888220e-01	3.7154491e-01	4.8733729e-01
644            	-5.7888440e-02	2.0864933e-01	8.6098295e-01	3.7260304e-01	4.8837992e-01
645            	-5.7856788e-02	2.0893114e-01	8.6282639e-01	3.7355640e-01	4.8926998e-01
646            	-5.7826685e-02	2.0916781e-01	8.6445308e-01	3.7439985e-01	4.9005322e-01
647            	-5.7818828e-02	2.0939562e-01	8.6603600e-01	3.7519917e-01	4.9083683e-01
648            	-5.7856192e-02	2.0965430e-01	8.6775226e-01	3.7601994e-01	4.9173232e-01
649            	-5.7980810e-02	2.0999025e-01	8.6980355e-01	3.7692097e-01	4.9288259e-01
650            	-5.8239807e-02	2.1042299e-01	8.7228489e-01	3.7790264e-01	4.9438225e-01
651            	-5.8626430e-02	2.1090313e-01	8.7501622e-01	3.7888168e-01	4.9613454e-01
652            	-5.9114724e-02	2.1138265e-01	8.7782460e-01	3.7979757e-01	4.9802702e-01
653            	-5.9636545e-02	2.1179756e-01	8.8046625e-01	3.8059658e-01	4.9986967e-01
654            	-6.0082860e-02	2.1208007e-01	8.8265072e-01	3.8124250e-01	5.0140822e-01
655            	-6.0409974e-02	2.1222519e-01	8.8434079e-01	3.8176042e-01	5.0258037e-01
656            	-6.0615006e-02	2.1225395e-01	8.8561904e-01	3.8219451e-01	5.0342452e-01
657            	-6.0704061e-02	2.1218889e-01	8.8657585e-01	3.8258386e-01	5.0399198e-01
658            	-6.0688871e-02	2.1205771e-01	8.8729083e-01	3.8295654e-01	5.0433428e-01
659            	-6.0600164e-02	2.1189449e-01	8.8786217e-01	3.8333092e-01	5.0453125e-01
660            	-6.0477207e-02	2.1173217e-01	8.8838142e-01	3.8371350e-01	5.0466792e-01
661            	-6.0357836e-02	2.1159553e-01	8.8891090e-01	3.8409761e-01	5.0481328e-01
662            	-6.0264543e-02	2.1149188e-01	8.8948505e-01	3.8447798e-01	5.0500707e-01
663            	-6.0209730e-02	2.1142215e-01	8.9013518e-01	3.8485786e-01	5.0527732e-01
664            	-6.0204683e-02	2.1138959e-01	8.9086627e-01	3.8522845e-01	5.0563782e-01
665            	-6.0254039e-02	2.1139353e-01	8.9166961e-01	3.8558077e-01	5.0608885e-01
666            	-6.0371642e-02	2.1144084e-01	8.9258745e-01	3.8592208e-01	5.0666537e-01
667            	-6.0560433e-02	2.1153217e-01	8.9360227e-01	3.8624070e-01	5.0736157e-01
668            	-6.0827403e-02	2.1167249e-01	8.9471308e-01	3.8652914e-01	5.0818394e-01
669            	-6.1171869e-02	2.1186461e-01	8.9589534e-01	3.8677580e-01	5.0911954e-01
670            	-6.1577613e-02	2.1210596e-01	8.9709148e-01	3.8696813e-01	5.1012335e-01
671            	-6.1998445e-02	2.1237769e-01	8.9819165e-01	3.8709738e-01	5.1109427e-01
672            	-6.2365456e-02	2.1264221e-01	8.9906681e-01	3.8716795e-01	5.1189886e-01
673            	-6.2638765e-02	2.1287655e-01	8.9966312e-01	3.8719280e-01	5.1247033e-01
674            	-6.2806435e-02	2.1307260e-01	8.9998311e-01	3.8718512e-01	5.1279799e-01
675            	-6.2873874e-02	2.1322341e-01	9.0006687e-01	3.8715956e-01	5.1290731e-01
676            	-6.2867910e-02	2.1332189e-01	9.0000268e-01	3.8713343e-01	5.1286925e-01
677            	-6.2828336e-02	2.1338126e-01	8.9987338e-01	3.8710835e-01	5.1276502e-01
678            	-6.2789876e-02	2.1341399e-01	8.9974310e-01	3.8708167e-01	5.1266142e-01
679            	-6.2776768e-02	2.1343287e-01	8.9964516e-01	3.8704581e-01	5.1259935e-01
680            	-6.2805071e-02	2.1344480e-01	8.9960491e-01	3.8699738e-01	5.1260752e-01
681            	-6.2883813e-02	2.1345621e-01	8.9962692e-01	3.8692965e-01	5.1269727e-01
682            	-6.3020036e-02	2.1347114e-01	8.9971262e-01	3.8683628e-01	5.1287635e-01
683            	-6.3213214e-02	2.1348966e-01	8.9986143e-01	3.8671750e-01	5.1314393e-01
684            	-6.3447956e-02	2.1350836e-01	9.0005996e-01	3.8658202e-01	5.1347793e-01
685            	-6.3720950e-02	2.1352725e-01	9.0029622e-01	3.8642716e-01	5.1386906e-01
686            	-6.4017873e-02	2.1354348e-01	9.0055181e-01	3.8625803e-01	5.1429378e-01
687            	-6.4321952e-02	2.1355358e-01	9.0080464e-01	3.8608037e-01	5.1472427e-01
688            	-6.4605110e-02	2.1355387e-01	9.0102490e-01	3.8590734e-01	5.1511756e-01
689            	-6.4864724e-02	2.1354316e-01	9.0119996e-01	3.8573525e-01	5.1546470e-01
690            	-6.5087932e-02	2.1351895e-01	9.0130931e-01	3.8556672e-01	5.1574259e-01
691            	-6.5270118e-02	2.1347759e-01	9.0133348e-01	3.8539662e-01	5.1593686e-01
692            	-6.5397552e-02	2.1341551e-01	9.0124849e-01	3.8522669e-01	5.1602180e-01
693            	-6.5459737e-02	2.1332662e-01	9.0102431e-01	3.8505242e-01	5.1597189e-01
694            	-6.5442059e-02	2.1320364e-01	9.0062430e-01	3.8487009e-01	5.1575421e-01
695            	-6.5324621e-02	2.1303509e-01	8.9999585e-01	3.8467330e-01	5.1532254e-01
696            	-6.5103916e-02	2.1282237e-01	8.9913446e-01	3.8446332e-01	5.1467115e-01
697            	-6.4776296e-02	2.1255943e-01	8.9800953e-01	3.8422847e-01	5.1378106e-01
698            	-6.4419216e-02	2.1228967e-01	8.9679090e-01	3.8397623e-01	5.1281467e-01
699            	-6.4138195e-02	2.1207001e-01	8.9572420e-01	3.8372390e-01	5.1200030e-01
700            	-6.3983986e-02	2.1192613e-01	8.9495242e-01	3.8349223e-01	5.1146020e-01
